,artist,album_name,rating,album_link,genre,Unnamed: 0
44,['Troye Sivan'],['Something to Give Each Other'],['8.0'],['https://pitchfork.com/reviews/albums/troye-sivan-something-to-give-each-other/'],['pop'],
45,['Meernaa'],['So Far So Good'],['7.4'],['https://pitchfork.com/reviews/albums/meerna-so-far-so-good/'],['pop'],
46,['Hannah Diamond'],['Perfect Picture'],['7.8'],['https://pitchfork.com/reviews/albums/hannah-diamond-perfect-picture/'],['pop'],
47,['Hemlocke Springs'],['Going...Going...Gone! EP'],['7.1'],['https://pitchfork.com/reviews/albums/hemlocke-springs-going-going-gone-ep/'],['pop'],
48,['MJ Nebreda'],['Arepa Mixtape'],['7.8'],['https://pitchfork.com/reviews/albums/mj-nebreda-arepa-mixtape/'],['pop'],
49,['Jorja Smith '],['Falling or Flying'],['7.6'],['https://pitchfork.com/reviews/albums/jorja-smith-falling-or-flying/'],['pop'],
50,['Mary J. Blige'],['The Breakthrough'],['8.8'],['https://pitchfork.com/reviews/albums/mary-j-blige-the-breakthrough/'],['pop'],
51,['Cleo Sol'],['Heaven'],['7.4'],['https://pitchfork.com/reviews/albums/cleo-sol-heaven/'],['pop'],
52,['Chappell Roan'],['The Rise and Fall of a Midwest Princess'],['7.2'],['https://pitchfork.com/reviews/albums/chappell-roan-the-rise-and-fall-of-a-midwest-princess/'],['pop'],
53,['Doja Cat'],['Scarlet'],['5.9'],['https://pitchfork.com/reviews/albums/doja-cat-scarlet/'],['pop'],
54,['Sam Cooke'],"['One Night Stand! Live at the Harlem Square Club, 1963']",['10'],['https://pitchfork.com/reviews/albums/sam-cooke-one-night-stand-live-at-the-harlem-square-club-1963/'],['pop'],
55,['yeule'],['softscars'],['8.5'],['https://pitchfork.com/reviews/albums/yeule-softscars/'],['pop'],
56,['Kylie Minogue'],['Tension'],['7.3'],['https://pitchfork.com/reviews/albums/kylie-minogue-tension/'],['pop'],
57,['DJ Sabrina the Teenage DJ'],['Destiny'],['7.9'],['https://pitchfork.com/reviews/albums/dj-sabrina-the-teenage-dj-destiny/'],['pop'],
58,['Buju Banton'],['Born for Greatness'],['6.7'],['https://pitchfork.com/reviews/albums/buju-banton-born-for-greatness/'],['pop'],
59,['Corinne Bailey Rae'],['Black Rainbows'],['8.0'],['https://pitchfork.com/reviews/albums/corinne-bailey-rae-black-rainbows/'],['pop'],
60,['Tinashe'],['BB/ANG3L'],['7.6'],['https://pitchfork.com/reviews/albums/tinashe-bb-ang3l/'],['pop'],
61,['Róisín Murphy'],['Hit Parade'],['8.2'],['https://pitchfork.com/reviews/albums/roisin-murphy-hit-parade/'],['pop'],
62,['Sid Sriram'],['Sidharth'],['6.8'],['https://pitchfork.com/reviews/albums/sid-sriram-sidharth/'],['pop'],
63,['Romy'],['Mid Air'],['7.0'],['https://pitchfork.com/reviews/albums/romy-mid-air/'],['pop'],
64,['Olivia Rodrigo'],['GUTS'],['8.0'],['https://pitchfork.com/reviews/albums/olivia-rodrigo-guts/'],['pop'],
65,['James Blake'],['Playing Robots Into Heaven'],['7.8'],['https://pitchfork.com/reviews/albums/james-blake-playing-robots-into-heaven/'],['pop'],
66,['Sylvester'],"['Private Recordings, August 1970']",['7.4'],['https://pitchfork.com/reviews/albums/sylvester-private-recordings-august-1970/'],['pop'],
67,['Burna Boy'],['I Told Them...'],['7.8'],['https://pitchfork.com/reviews/albums/burna-boy-i-told-them/'],['pop'],
68,['Victoria Monét'],['Jaguar II'],['8.0'],['https://pitchfork.com/reviews/albums/victoria-monet-jaguar-ii/'],['pop'],
69,['Jon Batiste'],['World Music Radio'],['5.6'],['https://pitchfork.com/reviews/albums/jon-batiste-world-music-radio/'],['pop'],
70,['Julee Cruise'],['Floating Into the Night'],['9.0'],['https://pitchfork.com/reviews/albums/julee-cruise-floating-into-the-night/'],['pop'],
71,['Lauren Auder '],['the infinite spine'],['7.5'],['https://pitchfork.com/reviews/albums/lauren-auder-the-infinite-spine/'],['pop'],
72,['Georgia'],['Euphoric'],['6.3'],['https://pitchfork.com/reviews/albums/georgia-euphoric/'],['pop'],
73,['Carly Rae Jepsen'],['The Loveliest Time'],['7.4'],['https://pitchfork.com/reviews/albums/carly-rae-jepsen-the-loveliest-time/'],['pop'],
74,['Jessy Lanza'],['Love Hallucination'],['7.9'],['https://pitchfork.com/reviews/albums/jessy-lanza-love-hallucination/'],['pop'],
75,['George Clanton '],['Ooh Rap I Ya'],['6.6'],['https://pitchfork.com/reviews/albums/george-clanton-ooh-rap-i-ya/'],['pop'],
76,['Nina Simone'],['You’ve Got to Learn (Live)'],['7.5'],['https://pitchfork.com/reviews/albums/nina-simone-youve-got-to-learn-live/'],['pop'],
77,['NewJeans'],['Get Up EP'],['7.6'],['https://pitchfork.com/reviews/albums/newjeans-get-up-ep/'],['pop'],
78,['glaive'],['i care so much that i dont care at all'],['6.7'],['https://pitchfork.com/reviews/albums/glaive-i-care-so-much-that-i-dont-care-at-all/'],['pop'],
79,['Rauw Alejandro'],['PLAYA SATURNO'],['6.5'],['https://pitchfork.com/reviews/albums/rauw-alejandro-playa-saturno/'],['pop'],
80,['Taylor Swift'],['Speak Now (Taylor’s Version)'],['7.5'],['https://pitchfork.com/reviews/albums/taylor-swift-speak-now-taylors-version/'],['pop'],
81,['Downtown Kayoto'],['Learning in Public EP'],['6.9'],['https://pitchfork.com/reviews/albums/downtown-kayoto-learning-in-public-ep/'],['pop'],
82,['The Weeknd'],['The Idol: Music From the HBO Original Series'],['6.1'],['https://pitchfork.com/reviews/albums/the-weeknd-the-idol-vol-1-music-from-the-hbo-original-series/'],['pop'],
83,['John Carroll Kirby'],['Blowout'],['7.1'],['https://pitchfork.com/reviews/albums/john-carroll-kirby-blowout/'],['pop'],
84,['The Japanese House'],['In the End It Always Does'],['7.0'],['https://pitchfork.com/reviews/albums/the-japanese-house-in-the-end-it-always-does/'],['pop'],
85,['Kim Petras'],['Feed the Beast'],['4.3'],['https://pitchfork.com/reviews/albums/kim-petras-feed-the-beast/'],['pop'],
86,['Meshell Ndegeocello'],['The Omnichord Real Book'],['7.8'],['https://pitchfork.com/reviews/albums/meshell-ndegeocello-the-omnichord-real-book/'],['pop'],
87,['Bettye LaVette'],['LaVette!'],['7.7'],['https://pitchfork.com/reviews/albums/bettye-lavette-lavette/'],['pop'],
88,['Meshell Ndegeocello'],['Bitter'],['9.2'],['https://pitchfork.com/reviews/albums/meshell-ndegeocello-bitter/'],['pop'],
89,['Asake'],['Work of Art'],['8.0'],['https://pitchfork.com/reviews/albums/asake-work-of-art/'],['pop'],
90,['Christine and the Queens'],"['Paranoïa, Angels, True Love']",['6.8'],['https://pitchfork.com/reviews/albums/christine-and-the-queens-paranoia-angels-true-love/'],['pop'],
91,['Amaarae'],['Fountain Baby'],['8.7'],['https://pitchfork.com/reviews/albums/amaarae-fountain-baby/'],['pop'],
92,['Labi Siffre'],['Crying Laughing Loving Lying'],['9.0'],['https://pitchfork.com/reviews/albums/labi-siffre-crying-laughing-loving-lying/'],['pop'],
93,['Janelle Monáe'],['The Age of Pleasure'],['7.6'],['https://pitchfork.com/reviews/albums/janelle-monae-the-age-of-pleasure/'],['pop'],
94,['Saya Gray'],['QWERTY EP'],['7.0'],['https://pitchfork.com/reviews/albums/saya-gray-qwerty-ep/'],['pop'],
95,['Summer Walker'],['Clear 2: Soft Life EP'],['7.1'],['https://pitchfork.com/reviews/albums/summer-walker-clear-2-soft-life-ep/'],['pop'],
96,['Kaytraminé'],['Kaytraminé'],['7.3'],['https://pitchfork.com/reviews/albums/kaytramine-kaytranada-amine-kaytramine/'],['pop'],
97,['The Dare'],['The Sex EP'],['5.8'],['https://pitchfork.com/reviews/albums/the-dare-the-sex-ep/'],['pop'],
98,['Lewis Capaldi'],['Broken by Desire to Be Heavenly Sent'],['4.0'],['https://pitchfork.com/reviews/albums/lewis-capaldi-broken-by-desire-to-be-heavenly-sent/'],['pop'],
99,['Kesha'],['Gag Order'],['7.1'],['https://pitchfork.com/reviews/albums/kesha-gag-order/'],['pop'],
100,['Madison McFerrin'],['I Hope You Can Forgive Me'],['7.0'],['https://pitchfork.com/reviews/albums/madison-mcferrin-i-hope-you-can-forgive-me/'],['pop'],
101,['Alison Goldfrapp'],['The Love Invention'],['6.8'],['https://pitchfork.com/reviews/albums/alison-goldfrapp-the-love-invention/'],['pop'],
102,['Bernice'],['Cruisin’'],['7.7'],['https://pitchfork.com/reviews/albums/bernice-cruisin/'],['pop'],
103,['Fred again..'],['Secret Life'],['6.0'],['https://pitchfork.com/reviews/albums/fred-again-brian-eno-secret-life/'],['pop'],
104,['Ed Sheeran'],['-'],['3.8'],['https://pitchfork.com/reviews/albums/ed-sheeran-subtract/'],['pop'],
105,['Nourished by Time'],['Erotic Probiotic 2'],['8.2'],['https://pitchfork.com/reviews/albums/nourished-by-time-erotic-probiotic-2/'],['pop'],
106,['Baby Rose'],['Through and Through'],['7.6'],['https://pitchfork.com/reviews/albums/baby-rose-through-and-through/'],['pop'],
107,['Smokey Robinson'],['Gasms'],['7.2'],['https://pitchfork.com/reviews/albums/smokey-robinson-gasms/'],['pop'],
108,['Yunè Pinku'],['Babylon IX EP'],['7.4'],['https://pitchfork.com/reviews/albums/yune-pinku-babylon-ix-ep/'],['pop'],
109,['Avalon Emerson'],['& the Charm'],['8.0'],['https://pitchfork.com/reviews/albums/avalon-emerson-and-the-charm/'],['pop'],
110,['Ryan Leslie '],['Ryan Leslie'],['8.0'],['https://pitchfork.com/reviews/albums/ryan-leslie-ryan-leslie/'],['pop'],
111,['Jessie Ware'],['That! Feels Good!'],['8.3'],['https://pitchfork.com/reviews/albums/jessie-ware-that-feels-good/'],['pop'],
112,['James Ivy'],['Everything Perfect EP'],['7.2'],['https://pitchfork.com/reviews/albums/james-ivy-everything-perfect-ep/'],['pop'],
113,['Dreamer Isioma'],['Princess Forever'],['6.8'],['https://pitchfork.com/reviews/albums/dreamer-isioma-princess-forever/'],['pop'],
114,['Everything But the Girl'],['Fuse'],['7.7'],['https://pitchfork.com/reviews/albums/everything-but-the-girl-fuse/'],['pop'],
115,['Dinner Party'],['Enigmatic Society'],['7.6'],['https://pitchfork.com/reviews/albums/dinner-party-enigmatic-society/'],['pop'],
116,['Daniel Caesar'],['Never Enough'],['6.6'],['https://pitchfork.com/reviews/albums/daniel-caesar-never-enough/'],['pop'],
117,['Raphael Saadiq'],['Instant Vintage'],['8.0'],['https://pitchfork.com/reviews/albums/raphael-saadiq-instant-vintage/'],['pop'],
118,['Alan Braxe'],['The Upper Cuts (2023 Edition)'],['8.2'],['https://pitchfork.com/reviews/albums/alan-braxe-fred-falke-the-upper-cuts-2023-edition/'],['pop'],
119,['Nakhane'],['Bastard Jargon'],['6.5'],['https://pitchfork.com/reviews/albums/nakhane-bastard-jargon/'],['pop'],
120,['Uly'],['1822.demos'],['7.4'],['https://pitchfork.com/reviews/albums/uly-1822demos/'],['pop'],
121,['Miley Cyrus'],['Endless Summer Vacation'],['6.2'],['https://pitchfork.com/reviews/albums/miley-cyrus-endless-summer-vacation/'],['pop'],
122,['H. Hawkline'],['Milk for Flowers'],['7.2'],['https://pitchfork.com/reviews/albums/h-hawkline-milk-for-flowers/'],['pop'],
123,['Madonna'],['Music'],['8.0'],['https://pitchfork.com/reviews/albums/madonna-music/'],['pop'],
124,['Laurie Styvers'],['Gemini Girl: The Complete Hush Recordings'],['7.8'],['https://pitchfork.com/reviews/albums/laurie-styvers-gemini-girl-the-complete-hush-recordings/'],['pop'],
125,['mui zyu'],['Rotten Bun for an Eggless Century\xa0'],['7.4'],['https://pitchfork.com/reviews/albums/mui-zyu-rotten-bun-for-an-eggless-century/'],['pop'],
126,['Elvis Costello'],['The Songs of Bacharach & Costello (Super Deluxe)'],['8.4'],['https://pitchfork.com/reviews/albums/elvis-costello-burt-bacharach-the-songs-of-bacharach-and-costello-super-deluxe/'],['pop'],
127,['Tink'],['Thanks 4 Nothing'],['7.6'],['https://pitchfork.com/reviews/albums/tink-thanks-4-nothing/'],['pop'],
128,['Prince'],['The Gold Experience'],['8.1'],['https://pitchfork.com/reviews/albums/prince-the-gold-experience/'],['pop'],
129,['Kali Uchis'],['Red Moon in Venus'],['8.2'],['https://pitchfork.com/reviews/albums/kali-uchis-red-moon-in-venus/'],['pop'],
130,['Gracie Abrams'],['Good Riddance\xa0'],['6.2'],['https://pitchfork.com/reviews/albums/gracie-abrams-good-riddance/'],['pop'],
131,['quinnie'],['flounder'],['7.6'],['https://pitchfork.com/reviews/albums/qunnie-flounder/'],['pop'],
132,['H. Hawkline'],['Milk for Flowers'],['7.2'],['https://pitchfork.com/reviews/albums/h-hawkline-milk-for-flowers/'],['pop'],
133,['Madonna'],['Music'],['8.0'],['https://pitchfork.com/reviews/albums/madonna-music/'],['pop'],
134,['Laurie Styvers'],['Gemini Girl: The Complete Hush Recordings'],['7.8'],['https://pitchfork.com/reviews/albums/laurie-styvers-gemini-girl-the-complete-hush-recordings/'],['pop'],
135,['mui zyu'],['Rotten Bun for an Eggless Century\xa0'],['7.4'],['https://pitchfork.com/reviews/albums/mui-zyu-rotten-bun-for-an-eggless-century/'],['pop'],
