,artist,album_name,rating,album_link,genre,Unnamed: 0
43,['Jaco Pastorius'],"['Truth, Liberty & Soul - Live in NYC: The Complete 1982 NPR Jazz Alive! Recording']",['8.1'],['https://pitchfork.com/reviews/albums/23126-truth-liberty-soul-live-in-nyc-the-complete-1982-npr-jazz-alive-recording/'],['global'],
44,['Mulatu Astatke'],['Mulatu Of Ethiopia'],['8.7'],['https://pitchfork.com/reviews/albums/23241-mulatu-of-ethiopia/'],['global'],
45,['MC Bin Laden'],['É Grau EP'],['7.7'],['https://pitchfork.com/reviews/albums/23259-mc-bin-laden-e-grau-ep/'],['global'],
46,['Orchestra Baobab'],['Tribute to Ndiouga Dieng'],['7.5'],['https://pitchfork.com/reviews/albums/23021-tribute-to-ndiouga-dieng/'],['global'],
47,['Janka Nabay and the Bubu Gang'],['Build Music'],['6.9'],['https://pitchfork.com/reviews/albums/23036-build-music/'],['global'],
48,['Wailing Souls'],['Wailing'],['8.7'],['https://pitchfork.com/reviews/albums/23024-wailing/'],['global'],
49,['Midori Takada'],['Through the Looking Glass'],['8.7'],['https://pitchfork.com/reviews/albums/22989-through-the-looking-glass/'],['global'],
50,['Erasmo Carlos'],"['Erasmo Carlos E Os Tremendões / Carlos, ERASMO... / Sonhos E Memórias 1941-1972']",['9.0'],['https://pitchfork.com/reviews/albums/22908-erasmo-carlos-e-os-tremendoes-carlos-erasmo-sonhos-e-memorias-1941-1972/'],['global'],
51,['Ibibio Sound Machine'],['Uyai'],['7.0'],['https://pitchfork.com/reviews/albums/22977-uyai/'],['global'],
52,['Tinariwen'],['Elwan'],['8.2'],['https://pitchfork.com/reviews/albums/22865-elwan/'],['global'],
53,['Gaye Su Akyol'],['Hologram İmparatorluğu'],['7.4'],['https://pitchfork.com/reviews/albums/22662-hologram-imparatorlugu/'],['global'],
54,['The Orchestra of Syrian Musicians'],['Africa Express Presents... The Orchestra of Syrian Musicians & Guests'],['8.0'],['https://pitchfork.com/reviews/albums/22679-africa-express-presents-the-orchestra-of-syrian-musicians-guests/'],['global'],
55,"[""Mark Ernestus' Ndagga Rhythm Force""]",['Yermande'],['8.0'],['https://pitchfork.com/reviews/albums/22461-yermande/'],['global'],
56,['Pat Thomas'],['Coming Home (Original Ghanaian Highlife & Afrobeat Classics 1967-1981)'],['7.2'],['https://pitchfork.com/reviews/albums/22372-coming-home-original-ghanaian-highlife-afrobeat-classics-1967-1981/'],['global'],
57,['Luísa Maita'],['Fio da Memória'],['7.7'],['https://pitchfork.com/reviews/albums/22435-fio-da-memoria/'],['global'],
58,['A Tribe Called Red'],['We Are the Halluci Nation'],['8.1'],['https://pitchfork.com/reviews/albums/22384-we-are-the-halluci-nation/'],['global'],
59,['M.I.A.'],['AIM'],['5.9'],['https://pitchfork.com/reviews/albums/22396-aim/'],['global'],
