,album_name,artist_name,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,rating
0,Everything I Thought It Was,Justin Timberlake,0.6561398812034714,0.5814721424346928,6.286624639225526,-6.697598548595256,0.5178971396332961,0.3241593795739021,0.002163697988828592,0.23622638634527832,0.43460524376045656,111.6436934289832,271394.3130983794,3.9532653470032844,pop,4.9
1,eternal sunshine,Ariana Grande,0.6430946845544293,0.5716753504260358,6.217667221770708,-7.127468467636153,0.6830462221426016,0.3976085177596557,1.733302556401838e-05,0.17123788212253901,0.4337997643895208,121.71626923890406,177883.7370134027,3.9341566256302367,pop,7.2
2,Bleachers,Bleachers,0.5942066727427727,0.49513324866059966,3.7856391347440064,-11.038286427180294,1.0,0.5670299235519576,0.13748429439107024,0.11448600356249264,0.43864936963286916,129.13178296172055,215382.20211323738,3.928958421413769,pop,6.4
3,Still,Erika de Casier,0.6485061652312005,0.45150527125052903,7.628599755108612,-11.731530705982815,0.2862074689947397,0.4375404073871075,0.10806129788576842,0.1706420601150966,0.47350632430660644,126.88142880027486,193279.36398301707,3.9442685285293844,pop,7.4
4,This Is Me…Now,Jennifer Lopez,0.7015841407917622,0.6436492790314452,4.074893519250534,-5.211761507209068,0.3659000340936042,0.1675894677784558,1.1433667866530948e-05,0.14831040120513478,0.4744579603315974,123.92305808358121,205520.74840772987,4.0575456187248005,pop,6.6
5,GRIP,serpentwithfeet,0.6636586810471298,0.4822464448436905,5.937373030131806,-10.732678167197973,0.24362763069593316,0.4028097943337585,0.10421406041892717,0.1202391374230911,0.46202611267369526,115.13544161937575,178731.8723884048,4.095800636424437,pop,7.7
6,The Emancipation of Mimi,Mariah Carey,0.7027576869905767,0.6072854338828897,4.556148778082367,-6.261869678406688,0.517923153860805,0.26682995146633104,8.549289851473878e-06,0.14468384913444804,0.6503319528776998,110.13260841529478,216997.34889462168,4.0,pop,9.0
7,Two Star & the Dream Police,Mk.gee,0.6642292819674727,0.44896325582993923,4.829036103109616,-10.622698407211358,0.694630583315194,0.8459088568452754,0.43022242458175414,0.1565663096087838,0.5123336542786426,122.24571686795896,177446.47833220678,4.0,pop,7.8
8,Vida,Ana Tijoux,0.7049339850425929,0.6484738811339554,4.2882186417805634,-7.796867261731613,0.40460041487226084,0.3238152712041328,0.13074869747351495,0.22359232446764707,0.5155511774670212,122.15052997791878,215017.05474746117,3.957922718984631,pop,7.3
9,Coming Home,Usher,0.6577327253795352,0.652688307983435,4.910713271341798,-5.729961821128754,0.5017878516176998,0.1772087967154279,1.276511856325246e-06,0.16737960805648056,0.5388021431697663,120.60480569835318,202304.4984381166,3.9550663553326624,pop,8.0
10,"RAVE:N, the Remixes",Kelela,0.5484479110029915,0.707165716570536,6.17769714468761,-7.954641411942708,0.27591588831029873,0.20368822349981242,0.43541716592458896,0.12950103205788144,0.35858446347335543,128.20266220817993,250662.63848224608,3.9634026665803037,pop,7.8
