,album_name,artist_name,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,rating
0,Y’Y,Amaro Freitas,0.35404059687417233,0.39457807412090884,4.382144601295463,-12.675915307339373,0.5925726764880137,0.9235887040475931,0.7527848984269822,0.15883530269303725,0.1856069089547966,102.64449394330705,368393.26404195937,3.878661380918336,jazz,8.0
1,Science Fiction,Ornette Coleman,0.35946868711296,0.5424639964638068,5.443053399038271,-10.310857149068614,0.6978012793349941,0.19729319846654333,0.14046744408847614,0.36124405590430275,0.38705501303333667,119.13463658223907,390756.0924185405,3.8237127141020917,jazz,9.5
2,The Room,Fabiano do Nascimento,0.5138447664501621,0.2159561509551321,3.4789555148861857,-17.090075937369168,0.2164179854307963,0.9563624904008325,0.8400213748639371,0.1155529589358979,0.5015430729297496,117.15748308847981,220455.41252999366,3.6405143479144986,jazz,7.7
3,Compassion,Vijay Iyer,0.3510050197282618,0.2543649693097562,6.528462375431735,-22.924404620458855,0.586040115615726,0.7503749145303601,0.8585139086979552,0.10438742115751512,0.3491096274477246,102.38305054666245,356079.3256051912,3.8527758275965795,jazz,8.1
4,Cloudward,Mary Halvorson,0.3897596068246271,0.3706396864455107,4.7822100676448445,-14.271689908095011,0.8290002895113909,0.5960740711567888,0.8025068014172405,0.11167155695865309,0.1884704212128182,116.58695829180576,379643.4304659803,3.903705780810821,jazz,7.8
5,fLuXkit Vancouver (its suite but sacred),Darius Jones,0.35134522318482564,0.43377934064552787,6.512021640299285,-11.173466867139567,0.4731994153835696,0.033011076749825084,0.04527975695065713,0.13254642916463852,0.21332563635395843,92.85384750527956,877608.9202988752,3.331428648385539,jazz,7.7
6,Diagnosis,Sen Morimoto,0.5402936862601943,0.4602231002489389,6.894370804043763,-11.811332182073633,0.3035636773026856,0.2426922056791218,0.02374578853376781,0.25569412638983263,0.33355405526660087,110.04476258345898,210078.57311489692,3.935175783436892,jazz,7.4
7,Rainbow Revisited,Thandi Ntuli,0.4019297930655537,0.13881379688221201,5.867715144639702,-17.758158735345837,0.7277824945957676,0.9408865802334185,0.3982119463958053,0.20765344155931453,0.2901717596236014,108.16716259336972,311523.5884941125,3.623194610624664,jazz,7.8
8,I was too young to hear silence,Patrick Shiroishi,0.24562326967411985,0.17997141770108693,7.122995338816684,-17.953163555016395,0.31359755094918335,0.9650161224424733,0.5245970563603843,0.28138010708305233,0.0786573696781468,102.57561979727711,288040.471368455,3.7194665646508476,jazz,7.2
9,Lados B,Daniel Villarreal,0.5602405796096783,0.48152834256587923,7.983934045973717,-13.188230861290606,0.42210078326053224,0.49195663247820653,0.71458418181365,0.1137700177355234,0.5554648264925257,96.81797888989799,322685.5097689475,4.050957889620707,jazz,7.4
10,AUDIOBOOK,Sam Gendel,0.5791681214877343,0.1985500136524678,2.081679734257599,-17.311533452872546,0.5621461294773124,0.9330590651905336,0.700815964926618,0.12605133217319406,0.5126506660385249,119.81248640569943,171348.82211988213,4.0725705577802245,jazz,7.3
11,Next Door,Leo Takami,0.47971052499467337,0.15285114447660825,2.1858402322118433,-20.810569906461446,0.8096051837348933,0.9421367015593184,0.9186648566128237,0.11799551301131847,0.2765946091307512,126.64538742781427,378422.54407830944,4.0,jazz,7.7
12,La Planète Sauvage (Expanded Original Soundtrack),Alain Goraguer,0.4306105595650444,0.5220478296036026,5.066155527376755,-10.89894806357874,0.374260714899942,0.31015193586372236,0.7796357904729315,0.1763343630378094,0.30607723365760736,108.53946775007525,119188.4058148332,3.9257927218493927,jazz,8.0
13,Protect Your Light,Irreversible Entanglements,0.35838977616715684,0.6209324905939663,4.7263300056253845,-7.914763449440242,0.8010080011611797,0.13072400385193336,0.14272006557791342,0.13445922590727288,0.3135818650047652,129.79645015345474,370130.8773666126,3.353752337923898,jazz,7.7
14,Pharoah,Pharoah Sanders,0.37887167289972745,0.4449931433130175,6.626122959368895,-14.693880156841352,0.8634297008707077,0.1935992134562402,0.22309204887462358,0.13633896245629334,0.6684839393840442,118.02204468083336,414495.3577354301,4.0,jazz,8.9
15,Bewitched,Laufey,0.4207274805374197,0.21497507131865387,4.111229927762992,-12.988496696675421,0.930993742119177,0.9312743857515409,0.04805462190629758,0.11349567276174308,0.25511404621490047,111.43605790895839,212068.37301633708,3.503130316223506,jazz,7.0
16,Come With Fierce Grace,Alabaster DePlume,0.5306692202900621,0.34685661650554955,5.557687520293337,-14.117729930062703,0.5174022635429295,0.8360447398290684,0.7043225299729869,0.1051072444499327,0.3634396557539968,100.64788298926224,235626.76664053602,3.7227493284212443,jazz,7.5
17,Fly or Die Fly or Die Fly or Die ((world war)),jaimie branch,0.41329662053739097,0.5260659806786238,4.062711963263495,-12.290505716250896,0.7413450705026802,0.32637581972168794,0.615651454508985,0.13688802862784372,0.39519575198591084,115.38216222338085,389401.75076676643,3.759093081746691,jazz,8.5
18,Solo Concerts: Bremen/Lausanne,Keith Jarrett,0.241719293153245,0.25442420172886593,6.05237872262307,-20.307654849371183,0.8590525806461266,0.9592648312618177,0.8488218860357797,0.6132541872130121,0.09397682337118834,131.00964518982957,3080002.0971872653,3.8590525806461264,jazz,9.2
19,Evenings at the Village Gate: John Coltrane With Eric Dolphy,John Coltrane,0.3227151524413477,0.6257029526779516,6.004444132599842,-14.617380844154086,0.0,0.24501174962450256,0.12388648967997248,0.5649155521113847,0.37740338337051177,104.24818585885126,1016977.6974392053,3.7285637487866863,jazz,9.2
20,Connection,Ceramic Dog,0.35419905404280405,0.6985870559620561,4.5204058329058325,-11.04234987056862,0.5777687965187965,0.054018181640994145,0.539983858018558,0.1377373749279999,0.4027395703958204,104.06403741050616,413434.3663014913,3.8349415224415226,jazz,6.7
21,Blowout,John Carroll Kirby,0.8153512714681295,0.5948127644667228,3.7868733986519727,-9.134988703351143,0.6156882291846064,0.5647250273173295,0.8138831882188984,0.17199066811222702,0.8797602376063965,116.50658265880053,296671.14193902194,3.6140127467156016,jazz,7.1
22,Dream Box,Pat Metheny,0.416543498783896,0.01936443815698959,6.833302379760227,-26.070407754241508,0.3153808552397961,0.9926526239467737,0.923219791665119,0.10305823983620856,0.14276086513503436,76.07306151569495,384054.368466877,3.4997529161980294,jazz,7.6
23,Go West!: The Contemporary Records Albums,Sonny Rollins,0.5632379386879957,0.18361294291802022,4.688097132081654,-19.639426201830997,0.3073497537398393,0.49037969170968787,0.24589069872579922,0.13546020537119965,0.5184624576710443,121.25849257633888,427469.28326770733,3.9666702140175483,jazz,8.0
24,LaVette!,Bettye LaVette,0.5436729647358316,0.6358688294186654,4.506286186642682,-7.034986644875948,0.8200171806314556,0.6378281203960421,0.24557960251218128,0.33801462048802766,0.7267850167543564,122.97543117352288,169910.85516219144,3.814532939598065,jazz,7.7
25,Dolphin,Greg Foat,0.3645757273539554,0.2672186444813922,6.117086789039125,-17.23464951652419,0.22184914961578428,0.7399605767263588,0.8749902226290744,0.10498915415916599,0.1723440081794353,83.77628810432792,439695.82210200164,3.5368730141663853,jazz,7.4
26,When the Poems Do What They Do,Aja Monet,0.5569395218014075,0.47012082106740366,5.971460630744884,-11.359258430234595,0.6021542659410375,0.45812844237623884,0.04762297905541414,0.15309623010467036,0.4041097754146226,104.57886352992521,446255.53740577213,3.6648479892216637,jazz,7.4
27,Further Out Than the Edge,Speakers Corner Quartet,0.5513294209689438,0.4700198586006398,3.471473253587789,-11.648787695822401,0.5790114549027626,0.3489676824394769,0.27308921009058823,0.15514141926566283,0.3089012962171278,104.50071954633248,252020.6656155215,3.9304855195767483,jazz,7.1
28,The Sport of Love,Asma Maroof,0.24245227348794288,0.28172992020397974,4.904854050295214,-12.259882147332895,0.7098157661858542,0.8324448251733861,0.593345839439619,0.20453088291204022,0.12928658870117815,104.28659538207748,588276.5965616332,3.627936297494988,jazz,6.8
29,"Treasures: Solo, Trio and Orchestra Recordings from Denmark (1965-1969)",Bill Evans,0.43012774621487093,0.24901406412149132,5.477949494502841,-19.45166783314142,0.6352552655527323,0.9081230058950672,0.6854765114942784,0.39528746877428944,0.2987222091748195,99.22446778123563,298733.25806675485,3.8697936816861334,jazz,8.1
30,Since Time Is Gravity,Natural Information Society,0.4904328508905039,0.4219553969683301,7.176900899731172,-14.623213867577423,0.8016405674183229,0.36530272710000644,0.8560353607039681,0.13321995915492413,0.41501775696203796,137.36492448768303,686126.7402798866,3.6477465181014237,jazz,7.7
31,Enigmatic Society,Dinner Party,0.6573248906296709,0.49729363844509383,6.596045824020793,-9.201359592864746,0.3210837233115425,0.30406342742077774,0.3704396399673371,0.13283863950034855,0.4370605041121646,110.21660174886001,167888.67309606413,3.8936249964214547,jazz,7.6
32,Brand New Life,Brandee Younger,0.544591720394537,0.4242558902173644,6.111275088946349,-13.280605537289954,0.3272541513921988,0.776421209850372,0.7723737782428567,0.13720047222015935,0.3348821965078572,117.04251631639471,244192.36824756002,3.5223996273367404,jazz,7.6
33,Love in Exile,Arooj Aftab,0.28681427913299795,0.15154512233784062,6.208444773938151,-18.020660889047726,0.7050064470015679,0.7706861729108878,0.47726478642422865,0.139352671692431,0.04741398560376569,119.21187383541613,724607.6231191072,3.495501952723171,jazz,8.5
34,Cookup,Sam Gendel,0.5412197887363303,0.2555458994437924,4.965498982597554,-13.480695796875551,0.5104354648069833,0.6992404907543681,0.40125828893442883,0.18794422581159317,0.3096394723583244,98.30623833506179,232695.43915270973,3.972160639876794,jazz,7.0
35,Burnin’ (Expanded Edition),John Lee Hooker,0.5738093598316614,0.44948817958014786,6.835069388738839,-11.215628719362053,1.0,0.6410047198891524,0.048326893595220646,0.14345413289121015,0.6387415278969453,128.67437318720863,183892.20128943355,3.6175229130166313,jazz,8.5
36,Transmissions From Total Refreshment Centre,Total Refreshment Centre,0.45225878197117386,0.5467124931267183,5.393351245521953,-11.484362641422978,0.3596600849787553,0.2450014791718737,0.620325935523036,0.16360380792301926,0.5244025585270349,134.7395206577522,385059.3819028576,4.0,jazz,7.3
37,Letters to George,George,0.4685885920484402,0.4357434760479183,3.1397869994788543,-12.886408159071753,0.7647882668562889,0.5050836615108626,0.8497733047390453,0.10194311084043683,0.23318077253244993,117.28155346541547,319451.7835657309,3.691291528578854,jazz,7.0
38,Drifting,Mette Henriette,0.2804520811837746,0.025579147977225138,6.310881859098885,-26.261355317330732,0.4308235734700215,0.9835815594256815,0.854817601890045,0.1372642130939236,0.05500152352500141,107.30553888585371,229976.76478157914,3.5052082570793845,jazz,7.1
39,A Short Diary,Sebastian Rochford,0.3952512747083571,0.014130465475913734,3.9457748064985028,-31.647886969075035,0.3567826605291317,0.9559237490581585,0.681746987916389,0.10226295064795979,0.2068786287240615,107.59533116140699,306019.85669265984,3.4971299275381327,jazz,6.8
40,Emergency!,The Tony Williams Lifetime,0.32598651805518103,0.5680624960156249,4.3781402188372285,-14.612247528034654,0.3037333417703706,0.48884983262082865,0.44338042223278945,0.19881691873102553,0.3610067116946309,127.47367719926882,577215.1343953926,3.929157220254367,jazz,9.0
41,Anyhow,Leland Whitty,0.4288305685498581,0.5804571119215738,6.5210931651517905,-7.846177906536968,0.44735159812257275,0.6548416961107087,0.8040673845546245,0.11003154329919793,0.21925386681066078,113.90542570674069,281476.29155458964,4.040638356503665,jazz,7.5
42,Four,Bill Frisell,0.4339686760568253,0.26643015595811903,5.206260810405664,-15.419035374530106,0.4995658541085307,0.9223515148981803,0.6701945521321003,0.15676758486889142,0.2912450215343281,101.11782704302254,289191.66795334517,3.52320460782731,jazz,7.4
43,Solos,Dickie Landry,0.2539862786124881,0.6130657626764525,2.441720536958064,-10.996961489223711,0.5602946114769636,0.010022390027949302,0.22374347573124495,0.42286513465947295,0.11764924213491595,101.25139124542139,935099.7047096598,3.826738343615695,jazz,7.6
44,Watertown,Frank Sinatra,0.3245394504379861,0.31048645922154733,6.5416488721032895,-12.968796099741809,0.8201752409570428,0.6535015976586472,0.003984410560106473,0.160771188709782,0.3654423536094933,91.55873753859689,210943.405346829,3.9061589588225325,jazz,8.9
45,Flaming Swords,Fievel Is Glauque,0.5393851769511623,0.5948079790695152,5.534155279615371,-6.967223932238007,0.43805172974731593,0.8256104684054513,0.2308662091972581,0.23585243240067963,0.572336316560026,103.37330515218883,136127.67993800383,3.90890901203774,jazz,8.1
46,STR4TASFEAR,STR4TA,0.6623265308446217,0.654504718549456,6.092870904208631,-11.863740766068085,0.7297999301196619,0.1279390861421564,0.532263431274249,0.14928089595832686,0.6435354847671924,128.34360034172397,392618.84341468906,4.0,jazz,7.0
