Unnamed: 0,artist,album_name,rating,album_link,genre
,['Bob Marley & the Wailers'],['One Love at Studio One'],['8.0'],['https://pitchfork.com/reviews/albums/5674-one-love-at-studio-one/'],['global']
,['Nine Horses'],['Snow Borne Sorrow'],['7.7'],['https://pitchfork.com/reviews/albums/5925-snow-borne-sorrow/'],['global']
,['Bob Marley & the Wailers'],['Africa Unite: The Singles Collection'],['7.0'],['https://pitchfork.com/reviews/albums/5673-africa-unite-the-singles-collection/'],['global']
,['Amadou & Mariam'],['Dimanche à Bamako'],['8.0'],['https://pitchfork.com/reviews/albums/485-dimanche-a-bamako/'],['global']
,['Susumu Yokota'],['Symbol'],['7.7'],['https://pitchfork.com/reviews/albums/8878-symbol/'],['global']
,['Damian Marley'],['Welcome to Jamrock'],['7.7'],['https://pitchfork.com/reviews/albums/5664-welcome-to-jamrock/'],['global']
,['Femi Kuti'],['The Best of Femi Kuti'],['7.9'],['https://pitchfork.com/reviews/albums/4600-the-best-of-femi-kuti/'],['global']
,['Desmond Dekker'],['You Can Get It If You Really Want'],['7.8'],['https://pitchfork.com/reviews/albums/2615-you-can-get-it-if-you-really-want/'],['global']
,['NOMO'],['Nomo'],['7.8'],['https://pitchfork.com/reviews/albums/5915-nomo/'],['global']
,['T.O.K.'],['Unknown Language'],['8.1'],['https://pitchfork.com/reviews/albums/8280-unknown-language/'],['global']
,['Rachid Taha'],['Tékitoi'],['7.8'],['https://pitchfork.com/reviews/albums/8287-tekitoi/'],['global']
,['M.I.A.'],['Arular'],['8.6'],['https://pitchfork.com/reviews/albums/5618-arular/'],['global']
,['Konono N°1'],['Congotronics'],['7.9'],['https://pitchfork.com/reviews/albums/4596-congotronics/'],['global']
,['Keren Ann'],['Nolita'],['8.2'],['https://pitchfork.com/reviews/albums/4594-nolita/'],['global']
,['Diplo'],"['Piracy Funds Terrorism, Vol. 1']",['8.5'],['https://pitchfork.com/reviews/albums/5617-piracy-funds-terrorism-vol-1/'],['global']
,['Arve Henriksen'],['Chiaroscuro / Humcrush'],['7.1'],['https://pitchfork.com/reviews/albums/11836-chiaroscuro-humcrush/'],['global']
,['Fela Kuti'],['The Underground Spiritual Game'],['8.4'],['https://pitchfork.com/reviews/albums/4547-the-underground-spiritual-game/'],['global']
,['Caetano Veloso'],['Antologia 69-03'],['8.9'],['https://pitchfork.com/reviews/albums/8430-antologia-69-03/'],['global']
,['Keith Hudson'],"['Flesh of My Skin, Blood of My Blood']",['7.9'],['https://pitchfork.com/reviews/albums/3967-flesh-of-my-skin-blood-of-my-blood/'],['global']
,['Keren Ann'],['Not Going Anywhere'],['7.5'],['https://pitchfork.com/reviews/albums/450-not-going-anywhere/'],['global']
,['Tom Zé'],['Santagustin'],['7.1'],['https://pitchfork.com/reviews/albums/8950-santagustin-with-gilberto-assis/'],['global']
,['Susumu Yokota'],['Laputa'],['8.3'],['https://pitchfork.com/reviews/albums/8877-laputa/'],['global']
,['Romanowski'],['Steady Rocking'],['7.1'],['https://pitchfork.com/reviews/albums/6912-steady-rocking/'],['global']
,['Antibalas Afrobeat Orchestra'],['Who Is This America?'],['8.1'],['https://pitchfork.com/reviews/albums/214-who-is-this-america/'],['global']
,['Caetano Veloso'],['A Foreign Sound'],['8.8'],['https://pitchfork.com/reviews/albums/8429-a-foreign-sound/'],['global']
,['Cedric Im Brooks'],['Cedric Im Brooks & The Light of Saba'],['7.8'],['https://pitchfork.com/reviews/albums/1098-cedric-im-brooks-the-light-of-saba/'],['global']
,['Elephant Man'],['Good 2 Go'],['8.4'],['https://pitchfork.com/reviews/albums/2895-good-2-go/'],['global']
,['Keith Hudson'],['Playing it Cool and Playing it Right'],['8.3'],['https://pitchfork.com/reviews/albums/3966-playing-it-cool-and-playing-it-right/'],['global']
,['Augustus Pablo'],"['In Fine Style: Original Rockers 7"" and 12"" Selection 1973-1979']",['7.9'],['https://pitchfork.com/reviews/albums/6124-in-fine-style-original-rockers-7-and-12-selection-1973-1979/'],['global']
,['Susumu Yokota'],['The Boy and the Tree'],['6.0'],['https://pitchfork.com/reviews/albums/8876-the-boy-and-the-tree/'],['global']
,['Bill Laswell'],['Sacred System: Book of Exit: Dub Chamber 4'],['6.8'],['https://pitchfork.com/reviews/albums/4697-sacred-system-book-of-exit-dub-chamber-4/'],['global']
,['King Kong'],['The Big Bang'],['6.2'],['https://pitchfork.com/reviews/albums/4444-the-big-bang/'],['global']
,['Jah Wobble'],['Solaris: Live in Concert'],['8.3'],['https://pitchfork.com/reviews/albums/8722-solaris-live-in-concert/'],['global']
,['Antibalas Afrobeat Orchestra'],['Talkatif'],['6.8'],['https://pitchfork.com/reviews/albums/212-talkatif/'],['global']
,['Tom Zé'],['Postmodern Platos EP'],['6.7'],['https://pitchfork.com/reviews/albums/8949-postmodern-platos-ep/'],['global']
,['Fred Frith'],['Freedom in Fragments'],['8.3'],['https://pitchfork.com/reviews/albums/3210-freedom-in-fragments/'],['global']
,['Susumu Yokota'],['Grinning Cat'],['7.8'],['https://pitchfork.com/reviews/albums/8875-grinning-cat/'],['global']
,['Caetano Veloso'],['Noites do Norte'],['8.1'],['https://pitchfork.com/reviews/albums/8427-noites-do-norte/'],['global']
,['Antibalas Afrobeat Orchestra'],['Liberation Afro Beat Vol. 1'],['6.0'],['https://pitchfork.com/reviews/albums/213-liberation-afro-beat-vol-1/'],['global']
,['Susumu Yokota'],['Sakura'],['8.4'],['https://pitchfork.com/reviews/albums/8874-sakura/'],['global']
,['Horace Andy'],['Living in the Flood'],['7.0'],['https://pitchfork.com/reviews/albums/185-living-in-the-flood/'],['global']
,['Bill Laswell'],['Permutation'],['6.0'],['https://pitchfork.com/reviews/albums/4698-permutation/'],['global']
,['Fela Kuti'],['Expensive Shit/He Miss Road'],['8.5'],['https://pitchfork.com/reviews/albums/11769-expensive-shithe-miss-road/'],['global']
,['Caetano Veloso'],['Livro'],['9.0'],['https://pitchfork.com/reviews/albums/8428-livro/'],['global']
