,album_name,artist_name,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,rating
0,Assembly,Joe Strummer,0.6447147564496583,0.6884383370390028,5.73812441514819,-6.679547608810246,0.6353089992603795,0.3068492525769802,0.06267117033194157,0.21735463284359774,0.7131763742797328,114.09435010426877,299548.8827345162,4.0,rock,8.0
1,Voyage Out,Floatie,0.5298740084993931,0.6074970273784432,3.22769962232273,-11.058218347040704,0.7649520066474088,0.11769455626079647,0.8758068635337763,0.1545471518970205,0.5348777846704063,146.69896114262266,209599.2125738793,3.9183947542751176,rock,7.5
2,The Poet / The Poet II,Bobby Womack,0.6193266486559981,0.6365291311032393,6.961929801837056,-9.66655651115436,0.5193436350281222,0.3007198498431575,0.0005520393925261089,0.1272186877045006,0.7430962986145248,108.54425826912542,286102.6384916092,3.7845960512225987,rock,7.5
3,World’s Most Stressed Out Gardener,Chad VanGaalen,0.4138095002068708,0.6862645099831834,3.161481828737688,-7.49743205754678,0.7146647191896004,0.5122448503356646,0.42139396199087265,0.2635564189583723,0.3518574732486053,116.3122953797747,210274.69783519738,3.882651716360142,rock,7.3
4,Number One,Jane Inc.,0.4970248309178192,0.7261357641462899,4.9996221978483,-7.095289659938054,0.41912204724184426,0.16626719377420923,0.529399592362338,0.1656732155992851,0.5243759725833379,106.85246698632197,243764.0074834547,4.0,rock,7.6
5,Nunsexmonkrock,Nina Hagen,0.5311168318116866,0.6187324616669133,5.701000222762975,-12.55200102624012,0.5260153712121083,0.08999650503002198,0.016955423899213642,0.2870838218814459,0.6354537644958896,120.50371105998333,266147.058437587,4.0,rock,7.5
6,Really From,Really From,0.46409413001655186,0.4066642447450266,4.90501838264713,-11.429019315237301,0.8991992721625957,0.4924027897200726,0.44922360534607436,0.1011010194476331,0.2014515376583597,114.4394541394055,249570.1220645597,3.833807872845719,rock,7.8
7,Notes With Attachments,Pino Palladino,0.6748765923401924,0.3697272535541612,4.721808825146584,-12.601641544095186,0.7046613021556325,0.5397472145501604,0.8095621824815619,0.09815634978439425,0.2613406039510809,103.04772960643785,258985.1838075491,3.4255871982728165,rock,7.4
8,New Music and Big Pop,Another Michael,0.5350107521048572,0.44461749012229185,3.8155182447920457,-11.385876726963158,0.9028189596797257,0.3471302745772084,0.011415656481760917,0.1420831994971089,0.42320422575089855,111.03585653708465,223844.6817205652,4.0575678971985525,rock,7.6
9,As Days Get Dark,Arab Strap,0.5768976769423002,0.5788549485010209,3.795614625562256,-8.36449024719721,0.27852588812910795,0.21092737301616069,0.11639793281856052,0.18350601868256494,0.3822462499573349,114.51010825957697,272070.32056113146,3.5622190920795624,rock,8.0
10,Way Down in the Rust Bucket,Neil Young,0.3828056385222662,0.6497831565877661,5.371697782119322,-10.334217113731928,0.7910984417686903,0.026565205303071698,0.030276621580135294,0.8039400735662341,0.4594350718085785,125.26774301630802,544227.4657197082,4.0,rock,8.1
11,When You See Yourself,Kings of Leon,0.43990694773787703,0.6431577120353106,4.313472115317106,-8.223280388527435,0.603983438307956,0.25553508268389485,0.6088077121809065,0.10138992897186344,0.28852321577922746,126.17292764758812,287833.2268804273,3.6660875186484043,rock,4.8
12,Quiet Life,Japan,0.5713258227986581,0.4672886212734127,5.8198168606079825,-14.597447506177254,0.5062308431525698,0.20486209747525974,0.37830907600376396,0.11871565422811875,0.5209011372423691,122.8888856721289,316830.22797408537,4.0,rock,6.8
13,Heaven and Holy,Painted Shrines,0.5300964821175312,0.6229220016619917,6.220550544792626,-9.177580428527762,0.6620943733723463,0.4158303691422391,0.40349919639316834,0.20818693392349907,0.6173576734639338,127.26424196488941,152301.77539655822,3.696913616001918,rock,7.5
14,Driver,Adult Mom,0.5914234826694647,0.5183930429090998,4.76395655522061,-7.1142530757353715,1.0,0.42809908105236455,0.008673713244714932,0.11915162818415659,0.48257863959485153,129.16139676005037,188125.1019217576,4.0,rock,7.3
15,These 13,Jimbo Mathus,0.452879839007393,0.31010184353396375,6.958422251653268,-6.800959840240427,0.7661792964725579,0.8165851491487982,0.019550068794828387,0.14907284900610795,0.3364996130428226,117.49722826053855,233218.27857797043,3.780376639804854,rock,7.2
16,Show Me How You Disappear,IAN SWEET,0.4394210573796026,0.5786201009282911,3.1739131518285464,-6.646778697900443,1.0,0.4032899911531992,0.10474274535966606,0.24973278320353867,0.3271871480655411,122.5855654396611,204052.00778568315,4.0,rock,7.8
17,Yol,Altin Gün,0.7357970490674678,0.6118823645670692,4.363188528964168,-9.388878424939556,0.5202120020291058,0.2043093758852633,0.18619693334585055,0.14421691709324005,0.741757565089498,114.0214342978174,225516.01900063246,3.933867538259844,rock,7.6
18,K.G. / L.W.,King Gizzard & the Lizard Wizard,0.5517327020503414,0.7467394977339087,7.932245205701632,-8.077064485071455,0.7051678358101002,0.05543050639187976,0.31894151647394364,0.3391384731011996,0.590153586114856,138.4317721240287,266985.9411063339,2.949201538064874,rock,8.0
19,Carnage,Nick Cave,0.2710959090789968,0.2860712643821604,5.512033821242106,-15.327333970206324,1.0,0.5849784780732242,0.07326811198315428,0.09125348077504657,0.1401415751603726,109.48288237151368,305533.57201843814,3.587603315067433,rock,8.0
20,The Shadow I Remember,Cloud Nothings,0.20909221335722597,0.9304763861610984,7.520150341518513,-8.361434185024029,0.7860676774519242,0.008567282285112542,0.3099321011867245,0.2187333322482454,0.4469630150357019,159.33286341377968,184206.6100286928,3.9525289524715976,rock,7.2
21,Duke,Genesis,0.4184445088670698,0.5619046384894183,3.8632225123253567,-13.285247249405552,0.930745778455826,0.18178036727989955,0.1731488947866292,0.14725052855744256,0.3192405345547863,123.94152781094537,320452.59330278495,3.9135730217372005,rock,8.0
22,Little Oblivions,Julien Baker,0.4783098719640153,0.5070199173153743,4.826904755126451,-7.893507183329232,1.0,0.49589406914668555,0.04437956295925708,0.11311403677012839,0.2833838689322717,109.89346415706102,219706.2418363459,3.847557582264417,rock,7.6
23,Endeavor,The Muckers,0.2963792146112273,0.8760744872016559,5.623692854182606,-5.349940852115646,0.6728814558911379,0.0009357810452271951,0.35878849119275086,0.21379651068043198,0.46571639594647884,122.30858257229849,285843.82635647285,4.0,rock,5.3
24,Open Door Policy,The Hold Steady,0.4385453191489362,0.7844232522796353,4.161747720364741,-6.5977939057750765,0.7995592705167174,0.10476840425531915,0.0021488792908814585,0.20645136778115503,0.43083071428571434,121.42993226443768,243683.85167173253,3.891489361702128,rock,7.6
25,A Billion Little Lights,Wild Pink,0.5463443209677419,0.5848932552419354,3.5120266129032256,-9.954081341129033,1.0,0.15826448355564515,0.3311873124907258,0.3069197201612904,0.5333830125,106.1386098548387,255104.80207903226,4.0,rock,7.6
26,As the Love Continues,Mogwai,0.4087905648092887,0.5315369187781456,4.751552547338723,-8.133319576799956,0.6998247517768976,0.026115790909608815,0.7480323189192121,0.1436552190060225,0.14880102235364331,118.80451537979492,349467.2943822907,3.7695187455916663,rock,6.9
27,An Overview on Phenomenal Nature,Cassandra Jenkins,0.39435435403588764,0.33163966367645914,5.352344347594175,-14.185732234759731,1.0,0.6549855883089482,0.5427047650717434,0.14406130021792624,0.3070010436939205,113.60853364731649,294202.1156563013,3.8624019765084867,rock,8.3
28,Who Am I?,Pale Waves,0.5376374371037649,0.7413599655398282,4.705246482108472,-3.9079015079289023,0.9030807670154508,0.2006564981826409,0.00014429030555245442,0.1690295010388438,0.4281413015235388,133.55807164267728,188884.7435849051,3.9101481649069387,rock,6.2
29,New Fragility,Clap Your Hands Say Yeah,0.43544652473181666,0.5815147872824621,4.754876345991674,-6.105337686630036,0.91565721097492,0.5303402286922123,0.11314965593415,0.12308865276388867,0.23970462325631625,131.93391304166002,254243.3297965335,3.89919978432464,rock,6.4
30,69,A.R. Kane,0.3505942238817344,0.6163118794936063,7.072947229024345,-8.25828657504567,0.9052787451781584,0.1260355173189634,0.16892212417901725,0.26223076323599376,0.2862420581978001,106.23085375212904,265059.70907072583,3.451233752994021,rock,9.1
31,Tell Me I’m Bad,Editrix,0.3791123925595524,0.7178816173476911,4.523984779301379,-9.477323621523771,0.6805877714036671,0.06535054339489418,0.19185666214065103,0.275690690281128,0.5437666901019662,126.60331420546534,170818.3258092098,3.7347384112276054,rock,7.1
32,Lines Redacted,Mush,0.5155521088476539,0.8840967281391013,5.275592659334257,-5.099407770590475,0.9360815914110749,0.12299976283142375,0.15094483181279417,0.1618150450787691,0.5818528355682149,122.17545393754061,265889.7458715616,3.837909580707286,rock,7.4
33,FLOWERS for VASES / descansos,Hayley Williams,0.5524073132946888,0.26559875046083126,4.399983527732239,-12.611597066367553,0.4908480864715618,0.7534382788048978,0.1141792254138069,0.11243761928667238,0.29473919183916786,122.85634027469467,192672.83479648904,3.9811690603747834,rock,6.8
34,Merlynn Belle,Tele Novella,0.5235990994863083,0.5028520423381251,5.763205290194291,-8.046010055822528,0.8139385434359335,0.514095225568582,0.0028306255630618504,0.2143940433530801,0.48598998353287215,96.13050005385475,195757.55150068353,3.9022536144827873,rock,7.2
35,Deep Fried Grandeur,Ryley Walker,0.33996123698295955,0.7643970124526653,4.462193689921351,-7.712462503641128,1.0,0.30174569481867175,0.7579414233177978,0.1474083081488494,0.3914773162139528,139.19301599275417,1098811.2304917346,4.0,rock,6.7
36,For the first time,"Black Country, New Road",0.4335460735492616,0.47130022654565706,5.392440275255835,-10.380481199817195,0.6248114504072672,0.1256652215830726,0.49454511504284426,0.16518701912189238,0.20897063821942144,137.93314883501898,433024.2175901134,3.530562815935537,rock,7.4
37,Medicine at Midnight,Foo Fighters,0.5770732817801734,0.8613067929128597,6.484457774209546,-5.011207985168865,0.798292834760449,0.006154468443855676,0.022834206748330203,0.11853054964181316,0.537846606048214,126.65593796407065,245683.86228056473,3.8838268771964017,rock,4.7
38,Somewhere,Sun June,0.5684977428679048,0.36916695010808687,5.585824244210802,-9.909475894991976,0.8957833841014051,0.4745503197569683,0.08897498546682062,0.14158850627231337,0.2556233655956241,119.41764326831743,226374.38046248077,3.925300104811503,rock,6.8
39,Uppers,TV Priest,0.49953351999842077,0.8988858819849463,5.483245315278244,-5.988696912813536,0.8397761385532747,0.05120284691042202,0.43464273707554324,0.23835551169415267,0.34794952401161894,132.40607056350282,254911.5179811928,4.0,rock,7.0
40,We Are Always Alone,Portrayal of Guilt,0.25952269461529903,0.8785902743212344,7.620432511141621,-4.923118280319732,0.9293634657191224,0.0004474807263709984,0.3928061504051673,0.24831059141759293,0.08555361586070383,139.77724587571288,192895.2287835768,3.6743121496451185,rock,7.8
41,OK Human,Weezer,0.4835774148909747,0.5648507110318983,5.83895377241848,-8.27411048383795,0.5565094450342947,0.11248145651408499,0.006812650972648839,0.17817463195617697,0.46549293853699547,117.63765752832418,172098.06745673245,3.8608417966990825,rock,5.8
42,Vertigo Days,The Notwist,0.4731621112609576,0.6814238469318947,3.7735165205664196,-6.582359326028322,0.5354777478084963,0.32668567737693865,0.6191735381658799,0.20134758610923803,0.37260211540795685,122.68469447673635,257923.67703641267,4.0,rock,7.0
43,Collapsed in Sunbeams,Arlo Parks,0.6441052932948429,0.5758701702709038,4.934648719298231,-7.889682441928649,0.17918439453071242,0.5065273775912015,0.020423588034411175,0.17659118835144835,0.6219358819197056,115.94572256202076,212053.84280260536,4.0,rock,6.7
44,The Third Chimpanzee EP,Martin Gore,0.678069032701327,0.4607840448973079,2.8985333201096415,-10.976370592522002,0.9136291703139621,0.13391056169786453,0.8404814667086375,0.11093502884058408,0.2648288344034462,107.60820663886817,336925.1321966708,3.913629170313962,rock,7.3
45,On All Fours,Goat Girl ,0.5380894870851027,0.6646994375352151,6.565177911384021,-7.500913982994202,0.44473023483240515,0.1623001288895319,0.15202322490194714,0.2693803196538528,0.444576424460076,124.5255322587045,257848.71623608872,3.922237442671506,rock,7.1
46,Painting the Roses,Midnight Sister,0.49625644982328604,0.4761619212069279,3.5547609182847135,-7.312241132130549,0.44975109386868556,0.5852020495520945,0.041965994563221524,0.12928645717590415,0.42757852156663345,119.18027875093378,222300.94150313566,3.8560891761928975,rock,7.0
47,Going to Hell,Lande Hekt,0.5468471505204731,0.4557432208495804,5.766565731732992,-11.793712474180094,1.0,0.314095814152947,4.385559907518892e-06,0.10148241326015309,0.48242741853328375,128.7355873636966,192951.3079527737,4.071453589173152,rock,6.5
48,J.T.,Steve Earle,0.43696930181480687,0.6280092215132774,4.157820175687218,-7.952980370897373,0.9215210596957996,0.31359541840286626,0.15014624880599753,0.18113345589612875,0.5500449258137999,126.79058877027596,202580.58923433002,4.0,rock,7.6
49,Cheater,Pom Poko,0.5385419452222258,0.6351022120707186,4.05024490026467,-6.86199098216303,0.8802747361371118,0.05694416785855497,0.15628700820335198,0.19816140395027756,0.5189114687560519,115.08361970256924,201051.47605565327,4.0,rock,7.5
50,Palberta5000,Palberta,0.5892974371347143,0.6702857408962977,5.47682750398937,-7.340002962644951,0.5981039072319583,0.30238158884253724,0.3712684265574509,0.1724475104912225,0.8745754352382668,135.49746625866732,178714.76060143465,4.0,rock,6.8
51,Cooler Returns,Kiwi Jr.,0.5140148816224117,0.7147886923794068,6.3672193639722385,-7.101368931091237,1.0,0.06834493828712176,0.0037684159676024077,0.25250614311200115,0.716259803643981,141.98135713453726,173096.34410367967,3.9313495160157914,rock,7.0
52,Screamers Demo Hollywood 1977,Screamers,0.5362095469974967,0.6621347781796993,4.756109604947026,-10.131164117137315,0.5062839355549819,0.07832942071893835,0.08304858537808052,0.14182545858858087,0.302831689073461,147.21704069213803,215491.29261191704,4.0,rock,8.0
